,chanel,text,date_time
1235,'Дмитрий Гордон',"В Мариуполе погиб 43-летний поэт и военный из Черновцов Сергей Скальд. Он был защитником города и до последнего оборонял Азовсталь, где укрывались мирные жители.В 2014-м Сергей добровольцем ушел на фронт, воевал в Правом секторе и Азове. Он автор поэтического сборника Навиліт. Рими калібру 5,45 и Інший. На видео он читает свое стихотворение",2022-05-09 20:17:00
1236,'Ukraine NOW [Russia]'," ВВП России снизится на 12%, это будет самый масштабный обвал экономики со времен Второй Мировой войны, — Bloomberg",2022-05-09 20:09:00
1237,'Типичный Донецк',В результате обстрела в Кировском районе Донецка на ул. Содружества ранена девочка-подросток 2007 года рождения. На ул. Замоскворечной ранен мужчина.   |  ,2022-05-09 20:04:00
1238,'Караульный Z',Макрон: процесс принятия Украины в ЕС может занять годы и даже десятки лет. …Слышите уже стон из Киева?,2022-05-09 08:05:00
1239,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"30 отдельная механизированная бригада им. князя Константина Острожского показала оккупантам, как работает украинская артиллерия. ",2022-05-09 20:30:00
1240,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"Из временно оккупированного Херсона выехали около 45% жителей, а область покинул почти каждый пятый ее житель, сообщил глава ОВА Геннадий Лагута: По предварительным подсчетам, с марта только из Херсона выехали около 45% людей, из области – каждый пятый. Это катастрофическая цифраПо его словам, оккупанты мародерствуют, убивают, насилуют, поэтому мирные жители не выдерживают, очень боятся и вынуждены покидать родной дом.",2022-05-09 08:08:00
1241,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"Нефтяное эмбарго ЕС против России может быть согласовано в ближайшие сутки, считает вице-премьер по вопросам европейской и евроатлантической интеграции Ольга СтефанишинаЕще 30 дней назад возможное эмбарго ЕС на российские нефтепродукты выглядело маловероятным. Сейчас мы ожидаем, что это решение будет принято менее чем через 24 часа, - сказала она.Ранее глава МИД Венгрии Петер Сийярто заявил, что Венгрия не изменила свою позицию по нефтяному эмбарго против РФ и не готова его поддержать, несмотря на предложенные ей уступки.",2022-05-09 19:48:00
1242,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"США получают неподтвержденные данные о том, что российские войска и офицеры среднего звена различных уровней, вплоть до уровня батальона, отказываются подчиняться приказам продолжать наступления на Донбассе.Чиновник сказал, что эти офицеры либо отказались подчиняться приказам, либо не подчиняются им с тем же  рвением, какого вы ожидаете от офицера, передает CNN.По словам этого чиновника, российские войска испытывали большие проблемы с моральным духом, воюя против Украины, с первого же дня войны.",2022-05-09 19:39:00
1243,'Kotsnews',"10 минут назад прилет по Одессе, Затока.",2022-05-09 19:49:00
1244,'Милитарист',"По сравнению с маем прошлого года биткойн потерял уже 33% стоимости, котировки упали ниже 32000 долл.",2022-05-09 19:58:00
1245,'Милитарист',В ланкийском городе Негомбо протестующие сожгли Lamborghini,2022-05-09 19:51:00
1246,'Милитарист',"В китайском городском округе Чжоушань небо окрасилось в кроваво-красный цвет, и пока никто не может назвать причину этого явления.",2022-05-09 07:36:00
1247,'Репортер Украина Война Новости',Танкисты 30 ОМБр прямым попаданием превратили в удобрение несколько кацапов,2022-05-09 20:32:00
1248,'WarGonzo',"Проект @wargonzo в СевастополеКоманда  в лице Семёна Пегова появилась сегодня и в Крыму. Вот такую графику увидели наши подписчики в городе-герое Севастополе. Спасибо, друзья, за оценку! С Днём Победы!",2022-05-09 08:17:00
1249,'Новини.LIVE Odesa',"Ще один російський БПЛА побачив дно моряВ Одеській області Збройні сили України знищили російський безпілотник «Орлан». Про це повідомляє ОК «Південь».«Влучним ураженням протиповітряної оборони черговий «Орлан-10» безславно пішов на дно моря», — йдеться у повідомленні.",2022-05-09 19:03:00
1250,"'Украина Сейчас: новости, война, Россия'","Сообщают о взрывах в Одесской области! Информацию проверяем. Следим за тем, что происходит в городе и области тут   ",2022-05-09 07:35:00
1251,'Реальная Война | Украина',"Сергей Братчук опроверг фейки росСМИ о скором наступлении россиян на Одесскую областьПо словам спикера Одесской ОВА, цель таких вбросов - посеять панику в регионе.",2022-05-09 20:38:00
1252,'Реальная Война | Украина',"Из временно оккупированного Херсона выехали около 45% жителей, а область покинул почти каждый пятый ее житель. Об этом сообщил глава ОВА Геннадий Лагута.По его словам, оккупанты мародерствуют, убивают, насилуют, поэтому мирные жители не выдерживают, очень боятся и вынуждены покидать родной дом.",2022-05-09 20:12:00
1253,'Реальная Война | Украина',1939 та 2022 — схожі. Тільки тепер — відео в кольорі.,2022-05-09 20:17:00
1254,'Реальная Война | Украина',"Нефтяное эмбарго ЕС против России может быть согласовано в ближайшие сутки, считает вице-премьер по вопросам европейской и евроатлантической интеграции Ольга Стефанишина.",2022-05-09 19:50:00
1255,'Реальная Война | Украина',Есть прилёт. В одном из районов поднимается дым,2022-05-09 19:45:00
1256,'Труха⚡️Украина',Сообщается о двух прилетах в Одесской области. Предварительно одну ракету сбила ПВО.,2022-05-09 08:00:00
1257,'Война История Оружие',"Трое военнослужащих ДНР погибли и 15 получили ранения в боях за прошедшие сутки, сообщил заместитель начальника управления Народной милиции ДНР Эдуард Басурин.",2022-05-09 19:58:00
1258,'Война История Оружие',"Власти Молдавии считают, что риск эскалации военного конфликта на территории республики маловероятен, мобилизация в стране не планируется, поскольку для нее нет поводов, заявила премьер Наталья Гаврилица.",2022-05-09 20:40:00
1259,'Суспільне Миколаїв',UPD:// Вся область — відбій тривоги.Станом на 20:09 повітряна тривога залишається у місті Вознесенську та Вознесенській громаді. На решті території області — відбій.,2022-05-09 08:09:00
1260,'Украина 24/7 Новости | Война | Новини',Сообщают о двух ракетных ударах. Одну ракету сбило ПВО.,2022-05-09 19:57:00
1261,'Украина 24/7 Новости | Война | Новини',"Оставайтесь в укрытии и не снимайте куда прилетает. У рашистов уже по пабликах гуляет, куда прилетело в FULL HD, - этим вы помогаете оккупантам!",2022-05-09 19:53:00
1262,'Украина 24/7 Новости | Война | Новини',"Одесская область, взрывы!",2022-05-09 07:35:00
1263,'Perepichka News | Новости Украина',227 батальон 127 бригады ТрО на Харьковщине освободили ещё 4 населённых пункта: - Верхний Салтов  - Замуйловка - Байрак - Рубежное | ,2022-05-09 20:45:00
1264,'Perepichka News | Новости Украина',"Из временно оккупированного Херсона выехали около 45% жителей, а область покинул почти каждый пятый ее житель, - глава ОВА  | ",2022-05-09 08:09:00
1265,'Ukraine NOW',"Ввечері ворог обстріляв Одеську область. «Наші хлопці добре працюють з ППО. Росіяни починають інтенсивно проводити повітряну розвідку», - речник ОВА Сергій .",2022-05-09 20:43:00
1266,'Русский Корабль Иди Нах*й',Новое видеообращение главы Одесской ОВА Максима Марченка по поводу ситуации в регионе,2022-05-09 07:11:00
1267,'Суспільне Суми', Сумська область!Відбій тривоги.20:0609.05.2022,2022-05-09 20:06:00
1268,'ДПСУ | Держприкордонслужба',Жахливі й болісні цифри.  |  |  |  | ,2022-05-09 20:08:00
1269,'Хартия-97%',"США поставили Украине минимум 85 гаубиц. Об этом сообщает журналистка издания Politico Лара Селигман со ссылкой на высокопоставленный источник в министерстве обороны США. По словам ее источника, всего будет поставлено 90 гаубиц, так что поставка уже завершается. Он также сообщил, что несколько сотен украинских военных сейчас проходят обучающие курсы по управлению как этой, так и другими видами поставленной техники. ",2022-05-09 19:30:00
1270,'Операция Z: Военкоры Русской Весны',Российская авиация за сутки нанесла более 50 ударов по объектам ВСУМинобороны Украины сообщает что за сутки оперативно-тактическая авиация ВКС России нанесла 48 ударов по объектам в Харьковской и области и ДНР. Дальняя авиация - 5 ударов по объектам в Николаевской и Одесской областях.,2022-05-09 08:34:00
1271,'МЕТА | Новини України та світу',1939 та 2022 — схожі. Тільки тепер — відео в кольорі ,2022-05-09 08:29:00
1272,'NE.САХАР',ВС РФ прорвали оборону ВСУ у Белогоровки — в окружении до 8 тысяч боевиков. ,2022-05-09 20:22:00
1273,'СУСПІЛЬНЕ НОВИНИ',"Ввечері російські військові обстріляли Одеську область — спрацювала ППО,  речник ОВА Братчук.",2022-05-09 20:56:00
1274,'Шейх Тамир',"Какова б не была супертехника ,Дух воина победить невозможно....Доказано Советским Солдатом",2022-05-09 21:00:00
1275,'Новое Издание',"США на год отменят экспортные тарифы на сталь для Украины, — Минторг Соединённых Штатов / ",2022-05-09 08:59:00
1276,'Новое Издание',"Пентагон передаст Украине высокоточные ракеты с лазерной наводкой, — Washington Post / ",2022-05-09 20:29:00
1277,'Новое Издание'," С марта из Херсона выехали около 45% жителей, а область покинул почти каждый пятый её житель, — СМИ со ссылкой на главу Херсонской ОВА Лагуту / ",2022-05-09 08:11:00
1278,"'Срочно, Сейчас'","Власти Молдавии считают, что риск эскалации военного конфликта на территории республики маловероятен, мобилизация в стране не планируется, поскольку для нее нет поводов — премьер Наталья Гаврилица",2022-05-09 20:35:00
1279,'Ищи своих',"Любите «Московскую» колбасу? Забудьте. Теперь будете любить «Киевскую»Украинские мясокомбинаты переименовывают продукцию.Сыр на прилавках, кстати, уже давно превратился из «российского» в «антироссийский» |  | ",2022-05-09 20:24:00
1280,'Инсайдер | Black News',"Тем временем, Bitcoin упал до $31.000.",2022-05-09 20:43:00
1281,'МИРОТВОРЕЦ',ВС РФ прорвали оборону ВСУ у Белогоровки — в окружении до 8 тысяч боевиков.,2022-05-09 20:25:00
1282,'LEMBERG | Львів | Новини', Боєць полку «Азов» написав про ситуацію на Азовсталі та про подвиг його товаришівЛінк на пост:  ,2022-05-09 20:48:00
1283,'GLOBAL MEDIA ®',"Руководство мэрии Праги лишило советского маршала Конева статуса почетного гражданина города, которым он был с 1945",2022-05-09 21:00:00
1284,'Русский Мир',Опасные джавелины: производитель оружия Lockheed Martin удвоит выпуск Javelin на фоне подписания ленд-лиза для УкраиныКомпания намерена увеличить выпуск с 2100 до 4000 образцов в год.,2022-05-09 09:00:00
1285,'Русский Мир',"В Молдавии не видят эскалации военного конфликта Риск эскалации военного конфликта на территории Молдавии маловероятен, мобилизация в стране не планируется, поскольку для нее нет поводов,— заявила премьер Наталья Гаврилица.",2022-05-09 20:46:00
1286,'Русский Мир',"США: российские офицеры отказываются от наступления США получают неподтвержденные данные о том, что российские войска и офицеры среднего звена различных уровней, вплоть до уровня батальона, отказываются подчиняться приказам продолжать наступления на Донбассе.Как передает CNN со ссылкой на чиновника, эти офицеры «либо отказались подчиняться приказам, либо не подчиняются им с тем же рвением, какого вы ожидаете от офицера».По словам этого чиновника, российские войска испытывали большие проблемы с моральным духом, воюя против Украины, с первого же дня войны.",2022-05-09 20:35:00
1287,'РУПОР | НОВОСТИ',"Нас 30.000, спасибо, я о вы с намиВсех с праздником победы!",2022-05-09 21:04:00
1288,'С МЕСТА СОБЫТИЯ',Мединский на параде победы.,2022-05-09 21:15:00
1289,'Дмитрий Гордон',"Государственное спецпредприятие Чернобыльская АЭС назвало фейком информацию о том, что во время оккупации со станции была похищена колба с радиоактивным веществом.“ЧАЭС сообщает, что во время оккупации промышленной площадки станции никаких ядерных или радиоактивных веществ не было похищено. Сотрудники ЧАЭС сохранили полный контроль над ядерными и радиоактивными материалами на территории станции”, – говорится в сообщении.",2022-05-09 20:58:00
1290,'Крупнокалиберный Переполох',Спасибо :) с днём рождения! Поддержать кп можно по ссылке ,2022-05-09 08:46:00
1291,'BBC News | Русская служба',"Из Херсона уехала почти половина населения 45% жителей Херсона - единственного оккупированного Россией областного центра Украины - с начала войны уехали из города, по гуманитарным коридорам или самостоятельно. Херсонскую область покинул каждый пятый житель. О этом в интервью изданию Укринформ заявил глава Херсонской областной военной администрации Геннадий Лагута. До войны в Херсоне жили около 290 тыс. человек, а во всей Херсонской области - около 1 млн человек. ",2022-05-09 21:18:00
1292,'BBC News | Русская служба',Новый эпизод подкаста Что это было? Чем была примечательна нынешняя речь Путина и чем ее риторика отличалась от выступлений президента на предыдущих парадах 9 мая - разбиралась корреспондент Русской службы Би-би-си Елизавета Фохт. ,2022-05-09 20:29:00
1293,'RT на русском',"Соединённые Штаты могут рассмотреть возможность увеличения числа инструкторов, обучающих украинских военных, сообщили в Пентагоне.",2022-05-09 21:12:00
1294,'Караульный Z',"Американский рынок продолжает падать. Tesla снижается на 6,7%. ",2022-05-09 09:26:00
1295,'Русская Весна Z : спецоперация на Украине и Донбассе',Позиционные бои на линии фронта Херсон-Николаев В Николаеве гремят взрывы. Слышна работа РСЗО.,2022-05-09 20:54:00
1296,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',На Восточном направлении ВСУ уничтожили сегодня около 250 рашистов + 13 танков и 10 БМП.,2022-05-09 21:28:00
1297,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"По Одесской области нанесен очередной ракетный удар. 3 ракеты типа Кинжал выпущены из самолета стратегической авиации Ту-22, в объекты туристической инфраструктуры. Об этом сообщает оперативное командование Юг. По официальным данным, разрушены 5 зданий, пострадали два человека. Разбор завалов продолжается. На месте работает следственно-оперативная группа Нацполиции.",2022-05-09 09:08:00
1298,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією'," Война в Украине может затянуться – , говоря о речи путина на параде 9 мая Дипломат акцентировала, что усилия путина в Украине не увенчались успехом: Он не смог за несколько дней поставить украинцев на колени и заставить сдаться. Однако, конфликт, безусловно, не исчерпан.По ее мнению, путин своей речью фактически признал, что у него нет оснований для объявления победы в Украине. Но факт, что он не объявил и о выводе войск...",2022-05-09 21:04:00
1299,'Репортер Украина Война Новости',На «Первом канале» во время концерта к 77-летию Победы внезапно показали Бонни и Клайда — американских грабителей времен Великой депрессииИ так сойдет,2022-05-09 21:33:00
1300,'Репортер Украина Война Новости',"В Одесской области прилетело в туристический объект. Разрушено 5 зданий. Пожар ликвидирован, пострадали 2 человека, доставлены в больницу, — ОК ЮгВсего рашисты выпустили 3 ракеты типа Кинжал из самолета стратегической авиации Ту-22.",2022-05-09 21:18:00
1301,'БелВПО',Серия мощных ударов нанесена по объектам военной инфраструтуры в Одессе.Сообщается о поражении моста в Затоке.,2022-05-09 20:39:00
1302,'Новини.LIVE Odesa'," Одещину атакували трьома ракетами «Кинджал»Три ракети «Кинджал» випустили з літака стратегічної авіації ТУ-22, повідомили в ОК «Південь». Вони влучили в обєкти туристичної інфраструктури, внаслідок чого зруйновано п‘ять будівель.Пожежу ліквідовано, однак постраждали дві особи, які доставлені в лікарню. Також з-під завалів врятували собаку. Орки мають відповісти за свої дії!",2022-05-09 21:10:00
1303,"'Украина Сейчас: новости, война, Россия'","Сообщают о взрывах в НиколаевеПроверяем информацию!Обновлено! Пишут, что ракеты запустили оккупанты с Херсона.  ",2022-05-09 08:45:00
1304,'Верховна Рада України',Перший заступник Голови Верховної Ради України Олександр Корнієнко про заповнення другої частини опитувальника щодо членства в ЄС,2022-05-09 21:37:00
1305,'Верховна Рада України',Голова Європейської Ради Шарль Мішель під час візиту до Одеси,2022-05-09 09:27:00
1306,'Реальная Война | Украина'," По Одеcькій області випустили три ракети типу «Кинджал» із літака стратегічної авіації Ту-22,  ОК «Південь».Унаслідок влучань зруйновано 5 будівель, є двоє постраждалих – їх доправили в лікарню.Наразі триває розбір завалів, з-під яких також врятували собаку",2022-05-09 21:06:00
1307,'Реальная Война | Украина',"Сообщается, что оккупанты запускают ракеты из-под Херсона в сторону Николаева.",2022-05-09 21:00:00
1308,'Реальная Война | Украина',Николаев слышны взрывы!,2022-05-09 20:41:00
1309,'Труха⚡️Украина',"Российские войска выпустили 3 ракеты типа Кинжал по Одесской области из самолета стратегической авиации Ту-22 – ОК «Юг».Зафиксировано попадание в объекты туристической инфраструктуры. Разрушены 5 зданий.Пожар ликвидирован, ранены два человека, их доставили в больницу. Продолжается разбор завалов, из-под которых спасена собака.",2022-05-09 09:08:00
1310,'Труха⚡️Украина',Сообщают о взрывах в Николаеве! Проверяем.,2022-05-09 20:44:00
1311,'Война История Оружие', Фрегат проекта 11356 и ДЭПЛ проекта 636.3 у Севастополя,2022-05-09 21:36:00
1312,'Война История Оружие',США начали обучение украинских военных техническому обслуживанию американских гаубиц — Пентагон,2022-05-09 21:33:00
1313,'Война История Оружие', В Николаеве звуки стрельбы,2022-05-09 21:31:00
1314,'Суспільне Миколаїв',"У Миколаєві пролунали вибухи, повідомляють кореспонденти Суспільного.",2022-05-09 20:55:00
1315,'Украина 24/7 Новости | Война | Новини',"Оставайтесь в укрытии и не снимайте куда прилетает. У рашистов уже по пабликам гуляет, куда прилетело в FULL HD, - этим вы помогаете оккупантам!",2022-05-09 07:53:00
1316,'Суспільне Вінниця', Дайджест новин  показ вистав.  вісім систем Starlink.  квіти з українських хусток: у Вінниці відбувся благодійний проєкт для жінок.  жителів області та переселенців.  потужний генератор на випадок екстрених ситуацій.  перетнути кордон за хабар. Бережіть себе ,2022-05-09 21:01:00
1317,'Perepichka News | Новости Украина',"В Минубийства РФ заявили, что «с 7 мая Украина при попытке высадки десанта потеряла 3 бронированных десантно-штурмовых катера, несколько самолётов и вертолётов»Даже не смотря на видео уничтожения с наших байрактаров и  собственных потерь вагнеровцами, министерство продолжает записывать свои потери в достижения. Других побед у них для вас нет, россияне  | ",2022-05-09 21:07:00
1318,'Perepichka News | Новости Украина',Взрывы в Николаеве. Рашисты запустили ракеты с Херсона,2022-05-09 20:48:00
1319,'Ukraine NOW',"Оперативне командування «Південь» повідомило деталі обстрілів Одещини: росіяни випустили три ракети типу Кинджал по області з літака стратегічної авіації Ту-22.  Зафіксовано влучання в обєкти туристичної інфраструктури. Зруйновано 5 будівель. Двоє осіб дістали травми. Триває розбір завалів, з-під яких вдалось дістати песика.",2022-05-09 21:17:00
1320,'Русский Корабль Иди Нах*й',На Восточном направлении ВСУ уничтожили сегодня около 250 орков + 13 танков и 10 БМП.,2022-05-09 21:50:00
1321,'Суспільне Суми', Сумська область!Повітряна тривога! Усім в укриття!21:2509.05.2022,2022-05-09 21:25:00
1322,'Хартия-97%',"Из захваченного российскими войсками Херсона уехало 45% населения.Об этом заявил глава Херсонской областной администрации Геннадий Лагута. По его словам, Херсонскую область покинул почти каждый пятый ее житель.«Оккупанты мародерят, убивают, насилуют, поэтому мирные жители не выдерживают, очень боятся и вынуждены покидать родной дом», — рассказал Лагута.",2022-05-09 21:29:00
1323,'⚔️БРАТЧУК', Оперативно-тактичне угруповання «Схід» звітуєЗа добу в результаті боїв було знищено:особового складу – до 250;танки – 13;БТР – 1;БМП – 10;САУ – 1;міномети  – 2;АТТ – 6;БПЛА – 1.Бої тривають.,2022-05-09 21:24:00
1324,'⚔️БРАТЧУК'," Офіційне повідомлення ОК Південь:По Одещині нанесено черговий ракетний удар. 3 ракети типу Кинджал  випущено з літака стратегічної авіації Ту-22. Зафіксовано влучання в обєкти туристичної інфраструктури. Зруйновано 5 будівель.Пожежу ліквідовано, постраждалі 2 особи, які доставлені в лікарню.Триває розбір завалів, з-під яких врятовано собаку. На місці злочину росії проти України  працює слідчо-оперативна група Нацполіції.",2022-05-09 21:19:00
1325,'Операция Z: Военкоры Русской Весны',"Позиционные бои на линии фронта Херсон-Николаев В Николаеве гремят взрывы, со стороны занятого армией России Херсона бьют РСЗО.",2022-05-09 21:05:00
1326,'Операция Z: Военкоры Русской Весны',"Гиперзвуковые Кинжалы ударили по целям в Одессе, - оперкомандование ВСУ Юг.Три ракеты Кинжал были выпущены ракетоносцем Ту-22.  в объекты.Разрушено 5 строений, два человека в больнице.",2022-05-09 09:26:00
1327,'Глазами Украинца',Наши воины на Востоке отбили 8 атак орков! > ,2022-05-09 21:23:00
1328,'NE.САХАР',"В Мариуполе в скором времени появится площадь, названная в честь погибшего во время специальной операции на Украине офицера, героя России Нурмагомеда Гаджимагомедова. Об этом сообщил глава Донецкой Народной Республики Денис Пушилин.",2022-05-09 21:14:00
1329,'СУСПІЛЬНЕ НОВИНИ',"Миколаївська, Одеська, Полтавська, Дніпропетровська, Донецька, Запорізька, Харківська, Сумська області — повітряна тривога.",2022-05-09 09:23:00
1330,'Шейх Тамир',"Макрон призвал Евросоюз добиваться прекращения огня на Украине без расширения конфликтаПрезидент Франции Эммануэль Макрон заявил, что после стабилизации ситуации на Украине необходимо договориться о мире за столом переговоров с участием российской и украинской сторон.RT на русскомНаша ответственность состоит в том, чтобы добиться прекращения огня без расширения конфликта на другие части Европы, - сказал Макрон.ТАСС",2022-05-09 21:42:00
1331,'Новое Издание',"Американские военные обучили более 300 граждан Украины обращению с гаубицами, — СМИ со ссылкой на Пентагон / ",2022-05-09 22:00:00
1332,'Новое Издание',"По Одесской области, где были слышны взрывы, выпустили три ракеты типа «Кинжал», есть попадания в объекты туристической инфраструктуры, — оперативное командование «Юг»Также сообщается о двоих пострадавших. / ",2022-05-09 21:32:00
1333,'Новое Издание'," Риск эскалации военного конфликта на территории Молдовы маловероятен, мобилизация в стране не планируется, — цитируют премьер-министра Молдовы СМИ / ",2022-05-09 20:37:00
1334,"'Срочно, Сейчас'","Российские военнослужащие в ходе специальной операции обнаружили документы, которые, свидетельствуют о наличии конкретных планов нанести удар по России с территории Украины — заместитель постпреда РФ при ООН Дмитрий Полянский",2022-05-09 21:59:00
1335,'МИРОТВОРЕЦ',"Документы, найденные ВС РФ в ходе спецоперации, свидетельствуют, что были конкретные планы нанести удар по России с территории Украины, заявил зампостпреда РФ при ООН Полянский.",2022-05-09 21:58:00
1336,'ЧТО ТВОРИТСЯ',"Украинские СМИ сообщают, что завод «Азовсталь» снова под ударом",2022-05-09 22:00:00
1337,'Дмитрий Гордон',"Результаты ракетных ударов по Одессе вечером 9 мая от оперативного командования Південь:— три ракеты типа Кинджал были выпущены с самолета стратегической авиации Ту-22;— ракеты попали в объекты туристической инфраструктуры, разрушено 5 зданий;— пострадали 2 человека, они госпитализированы.",2022-05-09 21:55:00
1338,'Ukraine NOW [Russia]',Президент Джо Байден подписал закон о ленд-лизе и защите демократии в УкраинеПо ускоренной процедуре Украина получит мощную военную и гуманитарную помощь от США.,2022-05-09 22:21:00
1339,'Ukraine NOW [Russia]',"Суд по делу двух российских военных, которые обстреливали Казачью Лопань, Дергачи и находятся под стражей, будет публичным, сообщил прокурор Харьковщины Александр Фильчаков.«Мы первая область в Украине, которая закончила досудебное расследование по данному уголовному производству. Обвинительный акт мы направили для рассмотрения, по сути, в суд. Я считаю, что этот суд будет публичным, каждый из вас увидит, как закон действует в Украине», — сказал Фильчаков на сессии облсовета.",2022-05-09 21:26:00
1340,'RT на русском',"Джо Байден подписал закон о поставках Украине оружия по ленд-лизу, сообщили в Белом доме.",2022-05-09 22:13:00
1341,'RT на русском',"Все ограничения движения, связанные с шествием «Бессмертного полка» в Москве, сняты, сообщили в столичном Дептрансе.",2022-05-09 22:06:00
1342,'RT на русском',"Документы, найденные российскими военными в ходе спецоперации, свидетельствуют о том, что были конкретные планы нанести удар по России с территории Украины, сообщил заместитель российского постпреда при ООН Дмитрий Полянский.",2022-05-09 21:33:00
1343,'НТВ',"Байден подписал закон о поставках Украине вооружений по ленд-лизу, сообщили в Белом доме.",2022-05-09 22:14:00
1344,'Военный Осведомитель',Белый дом - президент Байден подписал закон о ленд-лизе для Украины.,2022-05-09 22:16:00
1345,'Типичный Донецк',В Донецке салюты сейчас   |  ,2022-05-09 10:04:00
1346,'Типичный Донецк',В Донецке в парке Ленинского комсомола сегодня  |  ,2022-05-09 21:57:00
1347,'Караульный Z',"А теперь еще по сто — за наших ребят, которые сейчас там, на НАШЕЙ земле.",2022-05-09 10:13:00
1348,'Караульный Z',"Международное энергетическое агентство обеспокоено тем, что США используют свой стратегический нефтяной резерв для сдерживания собственной инфляции, а не для защиты стран от перебоев с поставками,  агентство Reuters.",2022-05-09 09:30:00
1349,'Сolonelcassad',В Одессе новый прилет.Поселок Фонтанка. Сильный взрыв.,2022-05-09 22:28:00
1350,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"Министерство обороны США увидело признаки того, что российские военные вывозят украинцев из Украины в Россию против их волиПредставитель Пентагона Кирби , что это бессовестный поступок, не поведение ответственной державыНапомним, российские оккупанты депортировали из Украины почти 1,2 млн человек",2022-05-09 10:30:00
1351,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',"Байден  закон о поставках Украине вооружений по ленд-лизу — Белый домДокумент дает Байдену возможность ускорить поставки оружия, военной помощи и других ресурсов Украине.Подписаться на Новости УНИАН | #новости",2022-05-09 10:15:00
1352,'УНИАН - новости Украины | война с Россией | новини України | війна з Росією',На Восточном направлении ВСУ уничтожили сегодня  + 13 танков и 10 БМП.,2022-05-09 09:28:00
1353,'Милитарист',Салют в Энергодаре,2022-05-09 22:27:00
1354,'Новини.LIVE Odesa', В Одесі чути вибухи! Видніється загоряння за межами міста. Чекаємо офіційної інформації Тримаймося!,2022-05-09 22:31:00
